date,east,london,midlands,north_east,north_west,south_east,south_west
12/05/2020,130950,255255,228000,241725,285945,186300,63855
13/05/2020,140415,268200,225300,215550,282315,164340,68040
14/05/2020,148140,231660,239085,204000,250200,158565,65520
15/05/2020,133815,225390,253260,204900,269940,143250,64980
16/05/2020,128205,236700,207750,207405,237000,142890,57255
17/05/2020,119550,192300,215850,223200,285840,139590,59565
18/05/2020,140940,226440,263880,205095,286380,125550,66780
19/05/2020,129855,212760,216000,182250,294480,122700,53700
20/05/2020,126060,157500,212250,188595,236100,117450,63720
21/05/2020,133200,183240,253620,160050,250305,130020,58905
22/05/2020,129240,157050,248580,154950,224250,147240,55275
23/05/2020,106050,172980,234540,161535,219600,124575,49500
24/05/2020,122940,146100,198600,162030,235290,128205,48450
25/05/2020,102450,177660,205800,182520,235290,119460,47550
26/05/2020,96150,157905,196050,167145,234960,134460,45150
27/05/2020,94800,150645,227880,159225,201300,118800,40650
28/05/2020,98835,142065,221040,154935,232560,109725,47880
29/05/2020,82830,125850,211680,148995,227700,107745,41415
30/05/2020,79650,117000,201600,141240,200970,98835,38940
31/05/2020,77250,112200,183645,130500,201465,98835,41760
01/06/2020,94680,110550,206640,143055,184050,111780,41760
02/06/2020,72300,117150,182160,154080,182550,91050,34800
03/06/2020,76395,114840,189720,147420,215100,107280,38610
04/06/2020,70125,110385,155400,115050,203940,104580,40320
05/06/2020,61200,119160,148050,110850,185295,83700,39240
06/06/2020,72435,97515,143250,126180,190080,99180,35145
07/06/2020,58350,105480,153780,104700,167640,77400,28200
08/06/2020,65010,96525,154440,106200,168135,84315,25950
09/06/2020,58575,87450,166500,113190,147600,79365,24300
10/06/2020,50700,100080,148665,106755,147180,71100,27360
11/06/2020,53955,83985,153000,87750,146520,68700,18750
12/06/2020,57240,84600,155520,103620,131550,71775,22680
13/06/2020,56520,79740,139260,97020,157860,61050,17250
14/06/2020,54720,72105,141900,86400,159120,68970,17100
15/06/2020,41700,62850,154260,104220,134100,66825,19140
16/06/2020,48300,74745,128400,93885,140085,73620,16650
17/06/2020,57255,75780,123150,78600,127350,60150,18000
18/06/2020,58500,62550,132825,77700,135135,60720,16920
19/06/2020,64260,64185,111150,89280,145260,66600,14520
20/06/2020,52800,63030,110100,77880,131835,51975,13860
21/06/2020,47550,59070,118800,85140,126390,61920,12150
22/06/2020,60840,55950,118635,81180,129360,53955,13500
23/06/2020,46350,56250,112530,85500,126225,48600,13860
24/06/2020,52635,57900,98700,76725,123255,52920,11055
25/06/2020,45150,68400,103785,71940,104700,49335,10500
26/06/2020,42900,61050,85200,59700,122580,39930,11220
27/06/2020,47340,58410,87750,68145,105435,46800,10440
28/06/2020,39300,51150,88800,64350,116280,37500,9300
29/06/2020,48420,56760,102240,116280,103620,38850,11880
30/06/2020,36900,50550,92235,58800,99990,38940,9750
01/07/2020,37950,51300,79950,60060,106740,41040,8400
02/07/2020,31650,45210,90720,60225,90585,35400,9000
03/07/2020,40140,40800,73590,52800,91440,39105,7200
04/07/2020,36180,41910,66900,62640,78480,39060,8580
05/07/2020,30900,37500,78120,59940,64500,35145,10260
06/07/2020,37800,41910,65550,47700,63900,34980,8910
07/07/2020,33990,40590,60900,47400,64020,31950,8280
08/07/2020,33825,41220,56100,54180,58575,33495,6105
09/07/2020,28950,40140,52950,45300,58500,34980,6150
10/07/2020,29700,38880,51600,49005,59940,30750,5445
11/07/2020,23100,25200,59220,49170,50325,29550,5220
12/07/2020,23400,37080,46350,44250,43500,34560,4785
13/07/2020,28800,37620,46200,45210,54000,28950,4650
14/07/2020,26280,29100,44250,47520,50220,33660,4455
15/07/2020,22950,26850,52920,45000,45045,34020,4680
16/07/2020,18315,23250,43725,40920,37350,25950,4500
17/07/2020,19350,27900,46980,35400,41745,31500,4320
18/07/2020,24300,24255,37050,41085,42120,25050,4800
19/07/2020,21945,22200,44280,36600,36630,28050,4050
20/07/2020,20100,26460,44280,31200,37950,30420,4200
21/07/2020,17160,21450,45000,24750,37290,27225,4050
22/07/2020,16200,21600,37350,29880,66600,24915,3960
23/07/2020,16740,25020,34350,30420,37455,25020,3150
24/07/2020,17820,20460,37260,24120,33000,18750,2850
25/07/2020,15300,15660,29100,21450,40320,20340,3240
26/07/2020,16170,19800,31515,22500,35970,20520,3000
27/07/2020,16740,18810,33165,19050,35310,13650,3960
28/07/2020,16020,16200,33330,20790,34650,19980,3960
29/07/2020,13200,18315,28200,22680,35820,17400,3960
30/07/2020,14040,17250,34020,21960,32835,20160,3600
31/07/2020,12045,17985,31515,17550,28500,16050,3300
01/08/2020,12150,17655,32505,21060,33480,16995,3240
02/08/2020,13990,17320,29630,23510,30220,18430,2990
03/08/2020,13890,17190,29410,23340,30000,18290,2960
04/08/2020,13790,17070,29190,23170,29780,18160,2940
05/08/2020,13680,16940,28970,23000,29560,18020,2920
06/08/2020,13580,16810,28750,22820,29330,17880,2900
07/08/2020,13480,16680,28540,22650,29110,17750,2880
08/08/2020,13380,16560,28320,22480,28890,17610,2850
09/08/2020,13270,16430,28100,22300,28670,17480,2830
10/08/2020,13170,16300,27880,22130,28440,17340,2810
11/08/2020,13070,16170,27670,21960,28220,17210,2790
12/08/2020,12960,16050,27450,21790,28000,17070,2770
13/08/2020,12860,15920,27230,21610,27780,16940,2740
14/08/2020,12760,15790,27010,21440,27560,16800,2720
15/08/2020,12660,15670,26800,21270,27330,16670,2700
16/08/2020,12550,15540,26580,21100,27110,16530,2680
17/08/2020,12450,15410,26360,20920,26890,16400,2660
18/08/2020,12350,15280,26140,20750,26670,16260,2630
19/08/2020,12240,15160,25920,20580,26450,16120,2610
20/08/2020,12140,15030,25710,20400,26220,15990,2590
21/08/2020,12040,14900,25490,20230,26000,15850,2570
22/08/2020,11940,14770,25270,20060,25780,15720,2550
23/08/2020,11830,14650,25050,19890,25560,15580,2520
24/08/2020,11730,14520,24840,19710,25340,15450,2500
25/08/2020,11630,14390,24620,19540,25110,15310,2480
26/08/2020,11520,14270,24400,19370,24890,15180,2460
27/08/2020,11420,14140,24180,19190,24670,15040,2440
28/08/2020,11320,14010,23970,19020,24450,14910,2420
29/08/2020,11220,13880,23750,18850,24230,14770,2390
30/08/2020,11110,13760,23530,18680,24000,14640,2370
31/08/2020,11010,13630,23310,18500,23780,14500,2350
01/09/2020,10910,13500,23090,18330,23560,14360,2330
02/09/2020,10810,13370,22880,18160,23340,14230,2310
03/09/2020,10700,13250,22660,17980,23110,14090,2280
04/09/2020,10600,13120,22440,17810,22890,13960,2260
05/09/2020,10500,12990,22220,17640,22670,13820,2240
06/09/2020,10430,12910,22080,17530,22530,13730,2230
07/09/2020,10370,12840,21960,17430,22410,13660,2210
08/09/2020,10440,12920,22100,17540,22540,13740,2230
09/09/2020,10420,12900,22060,17510,22510,13720,2220
10/09/2020,10380,12850,21980,17440,22420,13670,2210
11/09/2020,10370,12830,21950,17420,22390,13650,2210
12/09/2020,10310,12770,21840,17330,22270,13580,2200
13/09/2020,10280,12730,21770,17280,22210,13540,2190
14/09/2020,10420,12900,22070,17520,22510,13730,2220
15/09/2020,10390,12860,21990,17460,22430,13680,2220
16/09/2020,10440,12920,22110,17550,22550,13750,2230
17/09/2020,10470,12950,22160,17590,22600,13780,2230
18/09/2020,10410,12880,22030,17490,22480,13700,2220
19/09/2020,10340,12800,21890,17370,22330,13610,2210
20/09/2020,10400,12870,22020,17480,22460,13690,2220
21/09/2020,10350,12820,21920,17400,22360,13640,2210
22/09/2020,10400,12870,22010,17470,22460,13690,2220
23/09/2020,10350,12810,21910,17390,22350,13630,2210
24/09/2020,10470,12960,22170,17600,22620,13790,2230
25/09/2020,10600,13120,22430,17810,22890,13950,2260
26/09/2020,10720,13270,22700,18010,23150,14120,2290
27/09/2020,10840,13420,22960,18220,23420,14280,2310
28/09/2020,10970,13570,23220,18430,23680,14440,2340
29/09/2020,11090,13730,23480,18640,23950,14600,2370
30/09/2020,11210,13880,23740,18840,24220,14770,2390
01/10/2020,11340,14030,24000,19050,24480,14930,2420
02/10/2020,11460,14180,24260,19260,24750,15090,2440
03/10/2020,11580,14340,24520,19460,25020,15250,2470
04/10/2020,11710,14490,24780,19670,25280,15420,2500
05/10/2020,11830,14640,25050,19880,25550,15580,2520
06/10/2020,11950,14800,25310,20090,25820,15740,2550
07/10/2020,12080,14950,25570,20290,26080,15900,2580
08/10/2020,12200,15100,25830,20500,26350,16070,2600
09/10/2020,12320,15250,26090,20710,26620,16230,2630
10/10/2020,12450,15410,26350,20920,26880,16390,2660
11/10/2020,12570,15560,26610,21120,27150,16550,2680
12/10/2020,12690,15710,26870,21330,27420,16720,2710
13/10/2020,12820,15860,27140,21540,27680,16880,2730
14/10/2020,12940,16020,27400,21750,27950,17040,2760
15/10/2020,13060,16170,27660,21950,28210,17200,2790
16/10/2020,13190,16320,27920,22160,28480,17370,2810
17/10/2020,13310,16480,28180,22370,28750,17530,2840
18/10/2020,13430,16630,28440,22570,29010,17690,2870
19/10/2020,13560,16780,28700,22780,29280,17850,2890
20/10/2020,13680,16930,28960,22990,29550,18020,2920
21/10/2020,13800,17090,29230,23200,29810,18180,2950
22/10/2020,13930,17240,29490,23400,30080,18340,2970
23/10/2020,14050,17390,29750,23610,30350,18500,3000
24/10/2020,14170,17540,30010,23820,30610,18670,3020
25/10/2020,14300,17700,30270,24030,30880,18830,3050
26/10/2020,14420,17850,30530,24230,31150,18990,3080
27/10/2020,14540,18000,30790,24440,31410,19150,3100
28/10/2020,14670,18160,31050,24650,31680,19320,3130
29/10/2020,14790,18310,31320,24860,31950,19480,3160
30/10/2020,14910,18460,31580,25060,32210,19640,3180
31/10/2020,15040,18610,31840,25270,32480,19800,3210
01/11/2020,15160,18770,32100,25480,32750,19970,3230
02/11/2020,14025,17490,27600,23940,34560,16650,3420
03/11/2020,15840,19800,31350,20550,35640,20700,3600
04/11/2020,15015,18810,29550,23430,30900,19635,3150
05/11/2020,14250,21240,36900,24420,38520,20460,3630
06/11/2020,17820,20295,38340,23100,36795,23220,3630
07/11/2020,16995,23220,36795,28800,41760,22275,3450
08/11/2020,19440,22275,42120,30420,40425,25560,3750
09/11/2020,18810,25560,37050,29370,42570,26820,4680
10/11/2020,19800,22350,46620,28050,48600,25905,4455
11/11/2020,20460,25575,48420,32010,50580,26895,4200
12/11/2020,21450,24450,46530,30450,48510,28215,4950
13/11/2020,24480,25500,44250,34980,55440,26700,4650
14/11/2020,25560,31860,55260,39780,52965,33480,5760
15/11/2020,26640,30360,47850,41400,59940,31845,5610
16/11/2020,23760,30780,53100,55110,47550,35640,4650
17/11/2020,28620,28200,58650,60720,57585,43020,5250
18/11/2020,25950,36900,63600,72000,62535,38850,6270
19/11/2020,28875,37440,64500,66990,69300,39450,5700
20/11/2020,35640,38610,87300,68700,78120,44400,7095
21/11/2020,34560,40860,84780,73260,69465,51660,6930
22/11/2020,37620,40920,92700,87300,69000,56520,7590
23/11/2020,34815,41250,85305,73200,83160,47400,7590
24/11/2020,30750,40095,90540,78210,74250,55260,8100
25/11/2020,34050,44220,100080,94320,89460,61200,8085
26/11/2020,38940,46035,86850,81750,77550,52950,9180
27/11/2020,37650,53640,111060,87300,91080,62205,8250
28/11/2020,43890,56700,98100,101640,96360,59850,9570
29/11/2020,42450,55275,125100,108075,111780,63600,10980
30/11/2020,51480,60885,126390,119130,112860,70200,10200
01/12/2020,57960,57300,142380,134280,127260,86940,11550
02/12/2020,56265,66660,138270,142020,112350,91980,12210
03/12/2020,55050,65100,162180,140085,144900,90750,14400
04/12/2020,62370,67200,167220,157500,124500,93555,13530
05/12/2020,60900,86400,149400,140850,146850,100320,15840
06/12/2020,74160,73200,167145,157410,135750,101970,14850
07/12/2020,67500,80100,199080,187740,178020,101400,16170
08/12/2020,76065,90090,169800,191880,181980,124380,18000
09/12/2020,73500,104580,180600,187275,161400,132300,19260
10/12/2020,84645,109260,207735,195855,185625,126885,16650
11/12/2020,84810,109620,208230,196350,186120,127215,16800
12/12/2020,99720,118260,204150,192450,219060,137115,18000
13/12/2020,85800,101700,231990,198750,188550,128850,20460
14/12/2020,88350,104550,260280,245340,232560,145695,19200
15/12/2020,109260,129600,268560,231990,220110,136650,19800
16/12/2020,98700,117000,242550,274320,216750,162855,23595
17/12/2020,110220,130515,270600,231900,241890,180180,21750
18/12/2020,123840,122250,253350,286560,226500,170115,22350
19/12/2020,118470,153000,264450,249150,283500,193680,25740
20/12/2020,136260,134550,278850,262800,274230,170250,24750
21/12/2020,122925,145530,274350,258600,269775,167550,29160
22/12/2020,124080,160560,277200,313560,297360,186285,29520
23/12/2020,127545,137250,341640,295185,254400,208620,30240
24/12/2020,124650,162525,367560,317460,328500,205755,27150
25/12/2020,128400,182520,315450,356760,310200,211860,30690
26/12/2020,139095,179640,310500,292650,305250,189600,27450
27/12/2020,153000,166155,344355,324555,335700,210210,30525
28/12/2020,141735,152550,347985,298200,282750,212520,28050
29/12/2020,133050,157650,327000,308250,350640,219615,34740
30/12/2020,136050,193500,334350,378000,358560,224565,29550
31/12/2020,170820,168750,349800,362670,344025,256320,33990
01/01/2021,140700,166650,380160,390960,308850,211050,30600
02/01/2021,171180,169050,385605,363495,344685,214050,37260
03/01/2021,173160,187935,425160,367290,379980,259560,31350
04/01/2021,160050,172350,428760,404100,319350,261720,34815
05/01/2021,165495,213840,369600,383130,363330,248160,35970
06/01/2021,183600,181350,375900,354300,336000,252450,39960
07/01/2021,150150,213480,442620,417240,329700,270360,35970
08/01/2021,152700,217080,412500,353400,402120,251790,39780
09/01/2021,151050,196845,370950,419400,397800,271800,39420
10/01/2021,179100,194535,439920,345450,393120,246180,38880
11/01/2021,188460,223200,462780,399795,379170,235500,37620
12/01/2021,185040,182700,378750,392700,406260,231300,36795
13/01/2021,167145,216000,447840,421920,400140,227850,36300
14/01/2021,186480,202455,457920,359700,375210,232950,40500
15/01/2021,189900,187500,388800,439740,347550,261195,37785
16/01/2021,155400,204435,381450,363000,378840,273960,39780
17/01/2021,153750,218520,377550,355800,404820,230550,33450
18/01/2021,168300,199485,413655,389730,403200,275580,39960
19/01/2021,156000,203280,421410,433260,410760,233850,40680
20/01/2021,173250,223920,386850,364650,414900,236250,34200
21/01/2021,184320,181950,452880,426780,404820,230400,33450
22/01/2021,183060,216900,374700,423720,334800,251625,39780
23/01/2021,183240,217260,412830,353700,335400,229200,33150
24/01/2021,148350,210960,364500,377850,358380,244860,38700
25/01/2021,148500,211140,401280,412560,326100,222750,38700
26/01/2021,173340,188265,425880,367785,317100,238260,31350
27/01/2021,176940,209700,362400,375705,356235,221250,38520
28/01/2021,159720,172050,428040,403560,318900,217800,37800
29/01/2021,164010,211860,439380,414180,360030,268380,32400
30/01/2021,167760,182160,343200,355905,368100,230505,36540
31/01/2021,171000,168900,420120,330000,344190,256500,34155
01/02/2021,158235,204480,353250,366135,315750,215700,37440
02/02/2021,136200,177540,334500,378360,328845,204300,29550
03/02/2021,137700,163200,406080,382680,332805,227370,30000
04/02/2021,130650,170280,321150,332970,344340,235260,34020
05/02/2021,157320,170775,354255,303450,345420,216315,28500
06/02/2021,159660,189180,359535,338910,292200,199650,34740
07/02/2021,128250,167145,315000,356400,281550,211695,33480
08/02/2021,140250,166155,375660,295050,335700,210210,30525
09/02/2021,122550,145200,361260,340560,269100,183900,29370
10/02/2021,122700,174420,331650,340920,323280,184050,29370
11/02/2021,128865,166500,287550,271050,282810,193215,25500
12/02/2021,129525,139500,347040,299805,284295,176550,25650
13/02/2021,117900,139650,318615,300300,310680,176850,28215
14/02/2021,110100,156600,324720,280500,265980,165150,24000
15/02/2021,134100,132300,301785,310320,245250,184305,26730
16/02/2021,105900,150480,259950,245100,255585,174570,25245
17/02/2021,116325,150300,285615,269115,255255,174405,27540
18/02/2021,111540,144180,298980,234750,267120,182520,24255
19/02/2021,108075,128205,289800,227550,215850,176940,25560
20/02/2021,101250,120000,248850,281520,244695,167145,22050
21/02/2021,116460,137880,238350,247170,255600,174600,21150
22/02/2021,115560,125400,283680,267300,253620,173160,25020
23/02/2021,100155,129420,268560,253080,219945,163980,19800
24/02/2021,94875,112365,254340,219615,189450,155340,20625
25/02/2021,87900,104100,259020,244080,192900,131850,20955
26/02/2021,82200,107085,242280,209385,216540,147960,19635
27/02/2021,81150,115200,219120,187650,195855,121650,17700
28/02/2021,92340,100320,208065,213840,185955,138600,20160
01/03/2021,81345,96360,181800,171300,194940,111000,16050
02/03/2021,81180,104760,181200,204840,194220,110550,17655
03/03/2021,84600,83550,207720,163200,185760,105750,18360
04/03/2021,73260,94500,179850,154050,175320,109725,15840
05/03/2021,73095,94500,163200,184680,160545,119700,15840
06/03/2021,72600,85965,194580,152850,173880,118800,15840
07/03/2021,76320,90360,171765,176580,153450,114480,13800
08/03/2021,65010,84060,174240,150645,142890,88650,14190
09/03/2021,65175,84240,160050,150810,143055,88800,12900
10/03/2021,53700,76320,131850,124200,141480,80550,11700
11/03/2021,51300,60750,138600,130680,135180,76950,12210
12/03/2021,50550,71820,124200,128700,111000,83325,10950
13/03/2021,48300,62865,118500,134100,127080,72300,10500
14/03/2021,55620,55050,125400,107400,122220,83520,11055
15/03/2021,50220,59580,102900,106755,110340,75420,10065
16/03/2021,47355,51000,105600,99600,94500,77400,10230
17/03/2021,49860,59220,102150,115560,109620,68640,10800
18/03/2021,39300,46650,116100,91050,95040,70920,9405
19/03/2021,47160,55800,115740,99990,103500,58950,9405
20/03/2021,44460,43800,90900,85650,97560,66600,8100
21/03/2021,33000,43065,89265,76500,87120,49650,8640
22/03/2021,35310,37950,78750,89100,70350,48150,6900
23/03/2021,37440,44280,84315,72150,82080,46800,6750
24/03/2021,34920,34500,78705,67500,63900,43650,6930
25/03/2021,35100,38115,72000,67800,77220,48345,7560
26/03/2021,31140,36900,76680,60300,68580,39000,6840
27/03/2021,29340,28950,72000,67860,59070,40260,5250
28/03/2021,25380,27555,57090,48900,46350,34815,4650
29/03/2021,19650,27900,48300,45600,51840,35460,4785
30/03/2021,19350,22950,47700,49335,51120,29100,4200
31/03/2021,17100,20250,46200,43560,37650,25650,3750
01/04/2021,18480,23940,41250,38850,40590,30240,3600
02/04/2021,14550,18975,35700,37125,38340,26100,3780
03/04/2021,12150,15675,35640,30690,29205,19965,2700
04/04/2021,11850,14100,34920,27450,26100,21420,3060
05/04/2021,14760,16005,36180,28350,32400,18450,2700
06/04/2021,11700,16005,30000,33840,26850,20130,3060
07/04/2021,14580,14400,36000,28200,26700,18300,2970
08/04/2021,11850,15510,29250,27600,26100,19635,3060
09/04/2021,12705,15180,34200,26850,28050,19140,2805
10/04/2021,12210,15840,30195,28380,29340,16800,2640
11/04/2021,11100,14520,29865,28215,29160,18315,2400
12/04/2021,13500,14685,30525,26100,24750,18645,2880
13/04/2021,13680,16200,27900,31500,24900,16950,2640
14/04/2021,12210,13050,29865,25650,24300,19980,2880
15/04/2021,11100,15660,27150,30600,24300,19800,2400
16/04/2021,11715,14025,26400,24900,23550,19260,2880
17/04/2021,12600,14940,28545,24450,27900,15900,2250
18/04/2021,12420,14760,25500,28800,22800,17160,2250
19/04/2021,11385,12300,28050,24000,27360,17160,2700
20/04/2021,12420,13530,28050,26400,25080,15600,2250
21/04/2021,10500,13695,30960,26730,23100,18900,2475
22/04/2021,12450,14690,28590,26210,25410,17530,2620
23/04/2021,11460,12430,28650,27920,24350,18840,2390
24/04/2021,12380,14930,28840,25510,24850,17970,2620
25/04/2021,10630,12530,26460,25710,24330,18090,2530
26/04/2021,10910,14710,28150,24700,23290,16880,2510
27/04/2021,12560,12300,28860,26220,23310,16760,2540
28/04/2021,11630,14560,29010,26250,23230,15970,2350
29/04/2021,12420,13630,26420,27610,23910,18520,2520
30/04/2021,10830,13380,27970,26310,25490,16140,2530
01/05/2021,12230,14300,30100,25390,24650,16120,2550
02/05/2021,11080,13040,26960,26210,22950,16960,2540
03/05/2021,10540,15440,29050,27390,25290,16760,2370
